Ward-Code,Ward-Name,Townsend01,Quintiles
18UHHG,Shaldon and Stokeinteignhead,-2.54,2
18UHHH,Teignbridge North,-3.47,1
18UHHJ,Teignmouth Central,-1.34,3
18UHHK,Teignmouth East,0.62,4
18UHHL,Teignmouth West,0.89,4
18UHHM,Teign Valley,-2.31,2
18UKGE,Appledore,-0.38,3
18UKGF,Bideford East,1.39,4
18UKGG,Bideford North,2.07,4
18UKGH,Bideford South,1.27,4
18UKGJ,Broadheath,-2.29,2
18UKGK,Clinton,-2.09,2
18UKGL,Clovelly Bay,-1.12,3
18UKGM,Coham Bridge,-2.13,2
18UKGN,Forest,-2.00,2
18UKGP,Hartland and Bradworthy,-0.85,3
18UKGQ,Holsworthy,-0.63,3
18UKGR,Kenwith,-2.35,2
18UKGS,Monkleigh and Littleham,-1.81,2
18UKGT,Northam,-0.27,3
18UKGU,Orchard Hill,-2.54,2
18UKGW,Shebbear and Langtree,-1.83,2
18UKGX,Tamarside,-2.71,1
18UKGY,Three Moors,-2.26,2
18UKGZ,Torrington,0.42,4
18UKHA,Two Rivers,-2.70,1
18UKHB,Waldon,-2.43,2
18UKHC,Westward Ho!,1.97,4
18UKHD,Winkleigh,-0.96,3
18ULFY,Bere Ferrers,-1.34,3
18ULFZ,Bridestowe,-2.36,2
18ULGA,Buckland Monachorum,-2.69,1
18ULGB,Burrator,-2.94,1
18ULGC,Chagford,-1.31,3
18ULGD,Drewsteignton,-1.87,2
18ULGE,Exbourne,-2.70,1
18ULGF,Hatherleigh,-1.07,3
18ULGG,Lew Valley,-2.59,2
18ULGH,Lydford,0.49,4
18ULGJ,Mary Tavy,-3.14,1
18ULGK,Milton Ford,-2.73,1
18ULGL,North Tawton,-1.64,3
18ULGM,Okehampton East,-0.95,3
18ULGN,Okehampton West,0.69,4
18ULGP,Tamarside,-1.85,2
18ULGQ,Tavistock North,-0.79,3
18ULGR,Tavistock South,-1.47,3
18ULGS,Tavistock South West,-1.43,3
18ULGT,South Tawton,-1.53,3
18ULGU,Thrushel,-2.22,2
18ULGW,Walkham,-1.99,2
19UCFL,Burton and Winkton,-2.45,2
19UCFM,Grange,2.94,5
19UCFN,Highcliffe,-1.04,3
19UCFP,Jumpers,-1.77,2
19UCFQ,Mudeford and Friars Cliff,-2.60,2
19UCFR,North Highcliffe and Walkford,-2.54,2
19UCFS,Portfield,-1.60,3
19UCFT,Purewell and Stanpit,-0.81,3
19UCFU,St Catherine's and Hurn,-3.11,1
19UCFW,Town Centre,-0.38,3
19UCFX,West Highcliffe,-3.54,1
19UDGA,Alderholt,-3.67,1
19UDGB,Ameysford,-3.34,1
19UDGC,Colehill East,-3.02,1
19UDGD,Colehill West,-4.32,1
19UDGE,Corfe Mullen Central,-3.73,1
19UDGF,Corfe Mullen North,-3.25,1
19UDGG,Corfe Mullen South,-3.17,1
19UDGH,Crane,-0.27,4
19UDGJ,Ferndown Central,-3.13,1
19UDGK,Ferndown Links,-1.12,3
19UDGL,Handley Vale,-0.83,3
19UDGM,Holt,-3.83,1
19UDGN,Longham,-3.39,1
19UDGP,Parley,-4.41,1
19UDGQ,St Leonards and St Ives East,-3.89,1
19UDGR,St Leonards and St Ives West,-4.59,1
19UDGS,Stapehill,-3.86,1
19UDGT,Stour,-1.67,3
19UDGU,Three Cross and Potterne,0.32,4
19UDGW,Verwood Dewlands,-3.68,1
19UDGX,Verwood Newtown,-3.39,1
19UDGY,Verwood Stephen's Castle,-4.33,1
19UDGZ,West Moors,-2.53,2
19UDHA,Wimborne Minster,-0.50,3
19UEGE,Abbey,-2.23,2
19UEGF,Blackmore,-1.94,2
19UEGG,Blandford Damory Down,-3.93,1
19UEGH,Blandford Hilltop,-2.27,2
19UEGJ,Blandford Langton St Leonards,-1.75,2
19UEGK,Blandford Old Town,2.42,5
19UEGL,Blandford Station,0.25,4
19UEGM,Bourton and District,-3.26,1
19UEGN,Bulbarrow,-2.05,2
19UEGP,Cranborne Chase,-2.78,1
19UEGQ,Gillingham Town,0.01,4
19UEGR,Hill Forts,-2.19,2
19UEGS,Lodbourne,-1.13,3
19UEGT,Lydden Vale,-1.91,2
19UEGU,Marnhull,-2.89,1
19UEGW,Milton,-2.88,1
19UEGX,Motcombe and Ham,-2.87,1
19UEGY,Portman,0.12,4
19UEGZ,Riversdale,-2.68,1
19UEHA,Shaftesbury Central,0.33,4
19UEHB,Shaftesbury Christy's,-2.53,2
19UEHC,Shaftesbury Grosvenor,-1.95,2
19UEHD,Shaftesbury Underhill,-2.62,2
19UEHE,Stour Valley,-0.44,3
19UEHF,The Beacon,-2.00,2
19UEHG,The Lower Tarrants,-0.19,4
19UEHH,The Stours,-2.37,2
19UEHJ,Wyke,-3.31,1
19UGFN,Bere Regis,-0.97,3
19UGFP,Castle,-0.61,3
19UGFQ,Creech Barrow,-1.81,2
19UGFR,Langton,-2.61,2
19UGFS,Lytchett Matravers,-2.45,2
19UGFT,Lytchett Minster and Upton East,-1.94,2
19UGFU,Lytchett Minster and Upton West,-3.25,1
19UGFW,St. Martin,-2.00,2
19UGFX,Swanage North,-0.63,3
19UGFY,Swanage South,-0.49,3
19UGFZ,Wareham,-1.10,3
19UGGA,West Purbeck,-0.93,3
19UGGB,Winfrith,-2.05,2
19UGGC,Wool,-0.43,3
19UHGR,Beaminster,-1.14,3
19UHGS,Bradford Abbas,-2.37,2
19UHGT,Bradpole,-2.59,2
19UHGU,Bridport North,0.90,4
19UHGW,Bridport South and Bothenhampton,-0.29,3
19UHGX,Broadmayne,-2.92,1
19UHGY,Broadwindsor,-1.50,3
19UHGZ,Burton Bradstock,-2.24,2
19UHHA,Cam Vale,-2.91,1
19UHHB,Charminster and Cerne Valley,-1.72,2
19UHHC,Charmouth,-2.22,2
19UHHD,Chesil Bank,-1.72,2
19UHHE,Chickerell,-2.27,2
19UHHF,Chideock and Symondsbury,-2.74,1
19UHHG,Dorchester East,0.18,4
19UHHH,Dorchester North,1.39,4
19UHHJ,Dorchester South,-3.43,1
19UHHK,Dorchester West,-0.66,3
19UHHL,Frome Valley,-2.84,1
19UHHM,Halstock,-2.43,2
19UHHN,Loders,-2.71,1
19UHHP,Lyme Regis,-0.80,3
19UHHQ,Maiden Newton,-2.06,2
19UHHR,Marshwood Vale,-1.90,2
19UHHS,Netherbury,-2.00,2
19UHHT,Owermoigne,-2.04,2
19UHHU,Piddle Valley,-2.08,2
19UHHW,Puddletown,-1.92,2
19UHHX,Queen Thorne,-1.67,2
19UHHY,Sherborne East,0.17,4
19UHHZ,Sherborne West,-0.04,4
19UHJA,Winterborne St Martin,-2.52,2
19UHJB,Yetminster,-3.16,1
19UJFQ,Littlemoor,2.81,5
19UJFR,Melcombe Regis,3.57,5
19UJFS,Preston,-3.72,1
19UJFT,Radipole,-1.85,2
19UJFU,Tophill East,-0.68,3
19UJFW,Tophill West,-0.90,3
19UJFX,Underhill,2.65,5
19UJFY,Upwey and Broadwey,-1.39,3
19UJFZ,Westham East,1.77,4
19UJGA,Westham North,0.73,4
19UJGB,Westham West,0.26,4
19UJGC,Wey Valley,-3.28,1
19UJGD,Weymouth East,1.26,4
19UJGE,Weymouth West,-0.59,3
19UJGF,Wyke Regis,-1.28,3
20UBFT,Bournmoor,0.66,4
20UBFU,Chester Central,6.17,5
20UBFW,Chester East,-2.11,2
20UBFX,Chester North,-0.95,3
20UBFY,Chester South,0.90,4
20UBFZ,Chester West,1.62,4
20UBGA,Edmondsley and Waldridge,-3.17,1
20UBGB,Grange Villa and West Pelton,1.86,4
20UBGC,Kimblesworth and Plawsworth,2.03,4
20UBGD,Lumley,-0.67,3
20UBGE,North Lodge,-3.74,1
20UBGF,Ouston,-1.84,2
20UBGG,Pelton,1.42,4
20UBGH,Pelton Fell,5.47,5
20UBGJ,Sacriston,1.58,4
20UBGK,Urpeth,-3.62,1
20UDGA,Annfield Plain,2.25,5
20UDGB,Benfieldside,-1.24,3
20UDGC,Blackhill,1.01,4
20UDGD,Burnhope,4.51,5
20UDGE,Burnopfield,-1.00,3
20UDGF,Castleside,-2.53,2
20UDGG,Catchgate,3.42,5
20UDGH,Consett East,-0.18,4
20UDGJ,Consett North,0.69,4
20UDGK,Consett South,5.94,5
20UDGL,Cornsay,1.58,4
20UDGM,Craghead and South Stanley,5.63,5
20UDGN,Delves Lane,1.64,4
20UDGP,Dipton,1.03,4
20UDGQ,Ebchester and Medomsley,-1.04,3
20UDGR,Esh,0.58,4
20UDGS,Havannah,0.81,4
20UDGT,Lanchester,-1.74,2
20UDGU,Leadgate,1.92,4
20UDGW,South Moor,2.74,5
20UDGX,Stanley Hall,4.02,5
20UDGY,Tanfield,0.53,4
20UEGB,Bearpark and Witton Gilbert,0.69,4
20UEGC,Belmont,-4.04,1
20UEGD,Brancepeth,-0.76,3
20UEGE,Brandon,2.79,5
20UEGF,Carrville and Gilesgate Moor,-0.76,3
20UEGG,Cassop-cum-Quarrington,1.41,4
20UEGH,Coxhoe,0.66,4
20UEGJ,Crossgate and Framwelgate,-0.26,4
20UEGK,Deerness,2.37,5
20UEGL,Elvet,3.08,5
20UEGM,Framwellgate Moor,0.22,4
20UEGN,Neville's Cross,-2.61,2
20UEGP,New Brancepeth and Ushaw Moor,1.89,4
20UEGQ,Newton Hall North,-3.17,1
20UEGR,Newton Hall South,-2.09,2
20UEGS,Pelaw and Gilesgate,6.54,5
20UEGT,Pittington and West Rainton,0.74,4
20UEGU,St Nicholas,1.91,4
20UEGW,Shadforth and Sherburn,1.50,4
20UEGX,Shincliffe,-4.00,1
20UFGD,Acre Rigg,3.13,5
20UFGE,Blackhalls,2.25,5
20UFGF,Dawdon,5.09,5
20UFGG,Dene House,2.24,5
20UFGH,Deneside,4.95,5
20UFGJ,Easington Colliery,4.35,5
20UFGK,Easington Village and South Hetton,0.74,4
20UFGL,Eden Hill,7.20,5
20UFGM,Haswell and Shotton,2.90,5
20UFGN,Horden North,4.62,5
20UFGP,Horden South,3.80,5
20UFGQ,Howletch,2.73,5
20UFGR,Hutton Henry,-0.99,3
20UFGS,Murton East,3.02,5
20UFGT,Murton West,4.92,5
20UFGU,Passfield,0.27,4
20UFGW,Seaham Harbour,1.49,4
20UFGX,Seaham North,1.02,4
20UFGY,Thornley and Wheatley Hill,3.67,5
20UFGZ,Wingate,2.20,5
20UGFZ,Bishop Middleham and Cornforth,1.65,4
20UGGA,Broom,3.13,5
20UGGB,Byerley,1.45,4
20UGGC,Chilton,2.18,4
20UGGD,Ferryhill,2.98,5
20UGGE,Fishburn and Old Trimdon,1.97,4
20UGGF,Greenfield Middridge,-0.09,4
20UGGG,Low Spennymoor and Tudhoe Grange,1.72,4
20UGGH,Middlestone,1.20,4
20UGGJ,Neville and Simpasture,1.78,4
20UGGK,New Trimdon and Trimdon Grange,1.00,4
20UGGL,Sedgefield,-2.06,2
20UGGM,Shafto St Marys,1.65,4
20UGGN,Spennymoor,-0.11,4
20UGGP,Sunnydale,3.15,5
20UGGQ,Thickley,6.59,5
20UGGR,Tudhoe,2.25,5
20UGGS,West,5.21,5
20UGGT,Woodham,-0.72,3
20UHFW,Barnard Castle East,1.82,4
20UHFX,Barnard Castle North,-0.37,3
20UHFY,Barnard Castle West,-0.73,3
20UHFZ,Barningham and Ovington,-2.52,2
20UHGA,Cockfield,1.21,4
20UHGB,Cotherstone with Lartington,-3.16,1
20UHGC,Eggleston,-1.38,3
20UHGD,Etherley,-1.69,2
20UHGE,Evenwood,1.57,4
20UHGF,Gainford and Winston,-1.53,3
20UHGG,Greta,-2.01,2
20UHGH,Hamsterley and South Bedburn,-2.94,1
20UHGJ,Ingleton,-1.58,3
20UHGK,Lynesack,-1.21,3
20UHGL,Middleton-in-Teesdale,-0.37,3
20UHGM,Romaldkirk,-2.15,2
20UHGN,Staindrop,-0.12,4
20UHGP,Startforth,-1.65,3
20UHGQ,Streatlam and Whorlton,0.44,4
20UJFY,Bishop Auckland Town,1.55,4
20UJFZ,Cockton Hill,-1.47,3
20UJGA,Coundon,4.20,5
20UJGB,Crook North,1.54,4
20UJGC,Crook South,1.37,4
20UJGD,Dene Valley,2.24,5
20UJGE,Escomb,-2.52,2
20UJGF,Henknowle,1.72,4
20UJGG,Howden,1.50,4
20UJGH,Hunwick,-0.56,3
20UJGJ,St John's Chapel,-0.24,4
20UJGK,Stanhope,0.26,4
20UJGL,Tow Law and Stanley,3.07,5
20UJGM,West Auckland,3.25,5
20UJGN,Wheatbottom and Helmington Row,5.16,5
20UJGP,Willington Central,3.77,5
20UJGQ,Willington West End,-1.27,3
20UJGR,Wolsingham and Witton-le-Wear,-0.78,3
20UJGS,Woodhouse Close,7.93,5
21UCFL,Devonshire,3.41,5
21UCFM,Hampden Park,2.69,5
21UCFN,Langney,1.35,4
21UCFP,Meads,1.22,4
21UCFQ,Old Town,-1.09,3
21UCFR,Ratton,-1.67,3
21UCFS,St Anthony's,-0.33,3
21UCFT,Sovereign,-1.08,3
21UCFU,Upperton,1.69,4
21UDFS,Ashdown,-2.32,2
21UDFT,Baird,2.61,5
21UDFU,Braybrooke,2.38,5
21UDFW,Castle,5.75,5
21UDFX,Central St Leonards,7.46,5
21UDFY,Conquest,-2.75,1
21UDFZ,Gensing,3.73,5
21UDGA,Hollington,4.75,5
21UDGB,Maze Hill,0.55,4
21UDGC,Old Hastings,0.61,4
21UDGD,Ore,1.35,4
21UDGE,St Helens,-1.50,3
21UDGF,Silverhill,0.33,4
21UDGG,Tressell,4.51,5
21UDGH,West St Leonards,-0.89,3
21UDGJ,Wishing Tree,2.59,5
21UFGG,Barcombe and Hamsey,-2.48,2
21UFGH,Chailey and Wivelsfield,-2.65,1
21UFGJ,Ditchling and Westmeston,-2.65,1
21UFGK,East Saltdean and Telscombe Cliffs,-2.15,2
21UFGL,Kingston,-2.59,2
21UFGM,Lewes Bridge,0.32,4
21UFGN,Lewes Castle,1.25,4
21UFGP,Lewes Priory,-0.46,3
21UFGQ,Newhaven Denton and Meeching,-0.36,3
21UFGR,Newhaven Valley,1.27,4
21UFGS,Newick,-3.12,1
21UFGT,Ouse Valley and Ringmer,-0.61,3
21UFGU,Peacehaven East,-0.77,3
21UFGW,Peacehaven North,-1.09,3
21UFGX,Peacehaven West,-0.57,3
21UFGY,Plumpton,-3.15,1
21UFGZ,Seaford Central,0.65,4
21UFHA,Seaford East,-2.19,2
21UFHB,Seaford North,-1.25,3
21UFHC,Seaford South,-1.62,3
21UFHD,Seaford West,-3.37,1
21UGGD,Battle Town,-1.43,3
21UGGE,Brede Valley,-2.25,2
21UGGF,Central,3.33,5
21UGGG,Collington,-2.70,1
21UGGH,Crowhurst,-2.66,1
21UGGJ,Darwell,-2.58,2
21UGGK,Eastern Rother,-0.10,4
21UGGL,Ewhurst and Sedlescombe,-2.15,2
21UGGM,Kewhurst,-2.45,2
21UGGN,Marsham,-3.52,1
21UGGP,Old Town,-0.99,3
21UGGQ,Rother Levels,-1.67,2
21UGGR,Rye,1.25,4
21UGGS,Sackville,-0.28,3
21UGGT,St Marks,-3.58,1
21UGGU,St Michaels,-1.13,3
21UGGW,St Stephens,-1.90,2
21UGGX,Salehurst,-1.14,3
21UGGY,Sidley,1.98,4
21UGGZ,Ticehurst and Etchingham,-2.28,2
21UHGM,Alfriston,-2.87,1
21UHGN,Buxted and Maresfield,-3.26,1
21UHGP,Chiddingly and East Hoathly,-2.78,1
21UHGQ,Cross in Hand/Five Ashes,-2.76,1
21UHGR,Crowborough East,-2.16,2
21UHGS,Crowborough Jarvis Brook,-1.12,3
21UHGT,Crowborough North,-3.75,1
21UHGU,Crowborough St. Johns,-4.16,1
21UHGW,Crowborough West,-3.08,1
21UHGX,Danehill/Fletching/Nutley,-3.17,1
21UHGY,East Dean,-3.83,1
21UHGZ,Forest Row,-2.00,2
21UHHA,Framfield,-3.91,1
21UHHB,Frant/Withyham,-2.91,1
21UHHC,Hailsham Central and North,-2.52,2
21UHHD,Hailsham East,3.77,5
21UHHE,Hailsham South and West,-1.16,3
21UHHF,Hartfield,-3.25,1
21UHHG,Heathfield East,-3.20,1
21UHHH,Heathfield North and Central,-2.56,2
21UHHJ,Hellingly,-3.55,1
21UHHK,Herstmonceux,-2.81,1
21UHHL,Horam,-2.40,2
21UHHM,Mayfield,-2.82,1
21UHHN,Ninfield and Hooe with Wartling,-2.93,1
21UHHP,Pevensey and Westham,-2.91,1
21UHHQ,Polegate North,-1.52,3
21UHHR,Polegate South,-0.55,3
21UHHS,Rotherfield,-3.65,1
21UHHT,Uckfield Central,-2.47,2
21UHHU,Uckfield New Town,-1.40,3
21UHHW,Uckfield North,-1.83,2
21UHHX,Uckfield Ridgewood,-4.51,1
21UHHY,Wadhurst,-2.69,1
21UHHZ,Willingdon,-2.90,1
22UBFQ,Billericay East,-3.07,1
22UBFR,Billericay West,-2.82,1
22UBFS,Burstead,-2.61,2
22UBFT,Crouch,-2.37,2
22UBFU,Fryerns,2.68,5
22UBFW,Laindon Park,2.29,5
22UBFX,Langdon Hills,-2.60,2
22UBFY,Lee Chapel North,3.59,5
22UBFZ,Nethermayne,0.06,4
22UBGA,Pitsea North West,2.66,5
22UBGB,Pitsea South East,1.34,4
22UBGC,St Martin's,2.97,5
22UBGD,Vange,4.26,5
22UBGE,Wickford Castledon,-2.47,2
22UBGF,Wickford North,-1.75,2
22UBGG,Wickford Park,-2.37,2
22UCGL,Black Notley and Terling,-1.92,2
22UCGM,Bocking Blackwater,-2.97,1
22UCGN,Bocking North,-0.59,3
22UCGP,Bocking South,2.43,5
22UCGQ,Bradwell,-0.91,3
22UCGR,Braintree Central,-0.91,3
22UCGS,Braintree East,1.35,4
22UCGT,Braintree South,-1.09,3
22UCGU,Bumpstead,-3.30,1
22UCGW,Coggeshall and North Feering,-1.70,2
22UCGX,Cressing and Stisted,-1.94,2
22UCGY,Gosfield and Greenstead Green,-3.12,1
22UCGZ,Great Notley and Braintree West,-4.25,1
22UCHA,Halstead St Andrew's,-1.25,3
22UCHB,Halstead Trinity,0.49,4
22UCHC,Hatfield Peverel,-1.52,3
22UCHD,Hedingham and Maplestead,-2.11,2
22UCHE,Kelvedon,-2.11,2
22UCHF,Panfield,-2.28,2
22UCHG,Rayne,-3.64,1
22UCHH,Stour Valley North,-2.44,2
22UCHJ,Stour Valley South,-3.07,1
22UCHK,The Three Colnes,-1.61,3
22UCHL,Three Fields,-2.12,2
22UCHM,Upper Colne,-1.59,3
22UCHN,Witham Chipping Hill and Central,0.94,4
22UCHP,Witham North,0.15,4
22UCHQ,Witham South,-0.35,3
22UCHR,Witham West,0.51,4
22UCHS,Yeldham,-1.49,3
22UDFT,Brentwood North,-1.10,3
22UDFU,Brentwood South,1.19,4
22UDFW,Brentwood West,-0.90,3
22UDFX,Brizes and Doddinghurst,-3.20,1
22UDFY,Herongate,-3.71,1
22UDFZ,Hutton Central,-2.06,2
22UDGA,Hutton East,-2.14,2
22UDGB,Hutton North,-1.25,3
22UDGC,Hutton South,-3.58,1
22UDGD,Ingatestone,-2.15,2
22UDGE,Pilgrims Hatch,-1.00,3
22UDGF,Shenfield,-3.60,1
22UDGG,South Weald,-3.04,1
22UDGH,Tipps Cross,-3.22,1
22UDGJ,Warley,-1.52,3
22UEFQ,Appleton,-2.67,1
22UEFR,Boyce,-3.84,1
22UEFS,Canvey Island Central,0.30,4
22UEFT,Canvey Island East,-1.53,3
22UEFU,Canvey Island North,-1.06,3
22UEFW,Canvey Island South,-1.68,2
22UEFX,Canvey Island West,-2.31,2
22UEFY,Canvey Island Winter Gardens,-0.59,3
22UEFZ,Cedar Hall,-3.15,1
22UEGA,St George's,-3.74,1
22UEGB,St James,-2.24,2
22UEGC,St Mary's,-2.26,2
22UEGD,St Peter's,-3.17,1
22UEGE,Victoria,-2.08,2
22UFGE,Bicknacre and East and West Hanningfield,-2.97,1
22UFGF,Boreham and The Leighs,-2.26,2
22UFGG,Broomfield and The Walthams,-2.15,2
22UFGH,Chelmer Village and Beaulieu Park,-2.83,1
22UFGJ,Chelmsford Rural West,-2.24,2
22UFGK,Galleywood,-1.09,3
22UFGL,Goat Hall,-3.01,1
22UFGM,Great Baddow East,-0.84,3
22UFGN,Great Baddow West,-0.99,3
22UFGP,Little Baddow,-2.97,1
22UFGQ,Marconi,1.55,4
22UFGR,Moulsham and Central,-1.27,3
22UFGS,Moulsham Lodge,-3.50,1
22UFGT,Patching Hall,-0.54,3
22UFGU,Rettendon and Runwell,-2.29,2
22UFGW,St Andrews,0.10,4
22UFGX,South Hanningfield,-2.79,1
22UFGY,South Woodham-Chetwood and Collingwood,-2.89,1
22UFGZ,South Woodham-Elmwood and Woodville,-3.40,1
22UFHA,Springfield North,-3.12,1
22UFHB,The Lawns,-3.48,1
22UFHC,Trinity,-0.85,3
22UFHD,Waterhouse Farm,-0.60,3
22UFHE,Writtle,-1.33,3
22UGGE,Berechurch,0.13,4
22UGGF,Birch and Winstree,-2.77,1
22UGGG,Castle,1.27,4
22UGGH,Christ Church,-1.20,3
22UGGJ,Copford and West Stanway,-3.20,1
22UGGK,Dedham and Langham,-2.62,2
22UGGL,East Donyland,-1.11,3
22UGGM,Fordham and Stour,-2.84,1
22UGGN,Great Tey,-3.08,1
22UGGP,Harbour,1.46,4
22UGGQ,Highwoods,-0.50,3
22UGGR,Lexden,-1.82,2
22UGGS,Marks Tey,-2.54,2
22UGGT,Mile End,-2.58,2
22UGGU,New Town,1.47,4
22UGGW,Prettygate,-2.61,2
22UGGX,Pyefleet,-3.39,1
22UGGY,St Andrew's,5.66,5
22UGGZ,St Anne's,0.45,4
22UGHA,St John's,-3.34,1
22UGHB,Shrub End,1.63,4
22UGHC,Stanway,-2.00,2
22UGHD,Tiptree,-1.89,2
22UGHE,West Bergholt and Eight Ash Green,-2.36,2
22UGHF,West Mersea,-2.69,1
22UGHG,Wivenhoe Cross,-0.76,3
22UGHH,Wivenhoe Quay,-1.34,3
22UHGH,Broadley Common,-2.86,1
22UHGJ,Buckhurst Hill East,-0.44,3
22UHGK,Buckhurst Hill West,-2.61,2
22UHGL,Chigwell Row,-2.44,2
22UHGM,Chigwell Village,-3.30,1
22UHGN,Chipping Ongar,-2.14,2
22UHGP,Epping Hemnall,-1.11,3
22UHGQ,Epping Lindsey and Thornwood Common,-0.96,3
22UHGR,Grange Hill,0.02,4
22UHGS,Hastingwood,-1.68,2
22UHGT,High Ongar,-0.91,3
22UHGU,Lambourne,-0.41,3
22UHGW,Loughton Alderton,1.96,4
22UHGX,Loughton Broadway,3.17,5
22UHGY,Loughton Fairmead,1.35,4
22UHGZ,Loughton Forest,-3.19,1
22UHHA,Loughton Roding,-1.27,3
22UHHB,Loughton St John's,-2.99,1
22UHHC,Loughton St Mary's,-1.12,3
22UHHD,Lower Nazeing,-2.80,1
22UHHE,Lower Sheering,-2.52,2
22UHHF,Moreton and Fyfield,-1.66,3
22UHHG,North Weald Bassett,-1.15,3
22UHHH,Passingford,-2.70,1
22UHHJ,Roydon,-2.76,1
22UHHK,Shelley,0.63,4
22UHHL,Theydon Bois,-2.15,2
22UHHM,Waltham Abbey High Beach,-2.68,1
22UHHN,Waltham Abbey Honey Lane,-0.89,3
22UHHP,Waltham Abbey North East,-0.57,3
22UHHQ,Waltham Abbey Paternoster,1.86,4
22UHHR,Waltham Abbey South West,0.45,4
22UJFS,Bush Fair,2.49,5
22UJFT,Church Langley,-3.51,1
22UJFU,Great Parndon,0.12,4
22UJFW,Harlow Common,1.89,4
22UJFX,Little Parndon and Hare Street,3.01,5
22UJFY,Mark Hall,3.52,5
22UJFZ,Netteswell,3.10,5
22UJGA,Old Harlow,0.24,4
22UJGB,Staple Tye,2.77,5
22UJGC,Sumners and Kingsmoor,0.78,4
22UJGD,Toddbrook,2.43,5
22UKFX,Althorne,-2.83,1
22UKFY,Burnham-on-Crouch North,-2.05,2
22UKFZ,Burnham-on-Crouch South,-0.96,3
22UKGA,Great Totham,-2.79,1
22UKGB,Heybridge East,-3.51,1
22UKGC,Heybridge West,-1.11,3
22UKGD,Maldon East,1.02,4
22UKGE,Maldon North,0.19,4
22UKGF,Maldon South,-2.52,2
22UKGG,Maldon West,-3.17,1
22UKGH,Mayland,-2.82,1
22UKGJ,Purleigh,-3.50,1
22UKGK,Southminster,-0.84,3
22UKGL,Tillingham,-1.33,3
22UKGM,Tollesbury,-2.42,2
22UKGN,Tolleshunt D'Arcy,-1.73,2
22UKGP,Wickham Bishops and Woodham,-3.17,1
22ULGA,Ashingdon and Canewdon,-2.88,1
22ULGB,Barling and Sutton,-2.51,2
22ULGC,Downhall and Rawreth,-3.91,1
22ULGD,Foulness and Great Wakering,-1.65,3
22ULGE,Grange,-2.85,1
22ULGF,Hawkwell North,-3.49,1
22ULGG,Hawkwell South,-1.92,2
22ULGH,Hawkwell West,-3.73,1
22ULGJ,Hockley Central,-2.54,2
22ULGK,Hockley North,-3.53,1
22ULGL,Hockley West,-4.71,1
22ULGM,Hullbridge,-2.85,1
22ULGN,Lodge,-3.25,1
22ULGP,Rayleigh Central,-2.32,2
22ULGQ,Rochford,1.38,4
22ULGR,Sweyne Park,-1.96,2
22ULGS,Trinity,-3.47,1
22ULGT,Wheatley,-2.29,2
22ULGU,Whitehouse,-1.39,3
22UNGK,Alresford,-3.13,1
22UNGL,Alton Park,2.58,5
22UNGM,Ardleigh and Little Bromley,-2.39,2
22UNGN,Beaumont and Thorpe,-2.33,2
22UNGP,Bockings Elm,-1.54,3
22UNGQ,Bradfield,-2.63,1
22UNGR,Brightlingsea,-1.74,2
22UNGS,Burrsville,-2.19,2
22UNGT,Frinton,-1.77,2
22UNGU,Golf Green,2.17,4
22UNGW,Great and Little Oakley,-1.42,3
22UNGX,Great Bentley,-2.84,1
22UNGY,Hamford,-1.98,2
22UNGZ,Harwich East,4.89,5
22UNHA,Harwich East Central,1.35,4
22UNHB,Harwich West,-0.75,3
22UNHC,Harwich West Central,0.97,4
22UNHD,Haven,-1.85,2
22UNHE,Holland and Kirby,-2.34,2
22UNHF,Homelands,-0.54,3
22UNHG,Lawford,-1.73,2
22UNHH,Little Clacton and Weeley,-2.13,2
22UNHJ,Manningtree,-0.97,3
22UNHK,Peter Bruff,-0.72,3
22UNHL,Pier,5.24,5
22UNHM,Ramsey and Parkeston,-0.19,4
22UNHN,Rush Green,4.32,5
22UNHP,St Bartholomews,-1.65,3
22UNHQ,St James,-0.96,3
22UNHR,St Johns,-0.39,3
22UNHS,St Marys,1.75,4
22UNHT,St Osyth and Point Clear,-1.14,3
22UNHU,St Pauls,-0.74,3
22UNHW,Thorrington,-2.61,2
22UNHX,Walton,2.40,5
22UQGJ,Ashdon,-3.10,1
22UQGK,Barnston and High Easter,-2.37,2
22UQGL,Birchanger,-2.60,2
22UQGM,Broad Oak and the Hallingburys,-2.62,2
22UQGN,Clavering,-3.35,1
22UQGP,Elsenham and Henham,-2.90,1
22UQGQ,Felsted,-2.31,2
22UQGR,Great Dunmow North,-1.67,2
22UQGS,Great Dunmow South,-1.60,3
22UQGT,Hatfield Heath,-2.13,2
22UQGU,Littlebury,-2.86,1
22UQGW,Newport,-1.90,2
22UQGX,Saffron Walden Audley,-0.94,3
22UQGY,Saffron Walden Castle,-1.07,3
22UQGZ,Saffron Walden Shire,-2.28,2
22UQHA,Stansted North,-3.46,1
22UQHB,Stansted South,-0.79,3
22UQHC,Stebbing,-3.57,1
22UQHD,Stort Valley,-2.04,2
22UQHE,Takeley and the Canfields,-2.61,2
22UQHF,Thaxted,-1.85,2
22UQHG,The Chesterfords,-2.53,2
22UQHH,The Eastons,-3.30,1
22UQHJ,The Rodings,-2.75,1
22UQHK,The Sampfords,-2.85,1
22UQHL,Wenden Lofts,-3.21,1
22UQHM,Wimbish and Debden,-1.33,3
23UBFQ,All Saints,0.65,4
23UBFR,Battledown,-2.88,1
